,Price,Close,Close.1,Close.2
0,Ticker,AAPL,MSFT,SPY
1,2020-01-02,72.46826934814453,152.50570678710938,297.6990051269531
2,2020-01-03,71.76371002197266,150.60671997070312,295.4447021484375
3,2020-01-06,72.33555603027344,150.99598693847656,296.5718994140625
4,2020-01-07,71.99535369873047,149.61927795410156,295.738037109375
5,2020-01-08,73.15348815917969,152.00242614746094,297.31414794921875
6,2020-01-09,74.70734405517578,153.90142822265625,299.330078125
7,2020-01-10,74.8762435913086,153.1892852783203,298.4687805175781
8,2020-01-13,76.47589874267578,155.03131103515625,300.5213928222656
9,2020-01-14,75.44322967529297,153.93942260742188,300.063232421875
10,2020-01-15,75.11992645263672,154.9363555908203,300.7413330078125
11,2020-01-16,76.06092071533203,157.7752685546875,303.2429504394531
12,2020-01-17,76.90299224853516,158.6583251953125,304.18682861328125
13,2020-01-21,76.38182830810547,158.0886688232422,303.5911560058594
14,2020-01-22,76.65447998046875,157.32907104492188,303.6278381347656
15,2020-01-23,77.02360534667969,158.2975311279297,303.97613525390625
16,2020-01-24,76.8016357421875,156.70240783691406,301.2727355957031
17,2020-01-27,74.54328155517578,154.08181762695312,296.443603515625
18,2020-01-28,76.65203094482422,157.1011962890625,299.5500183105469
19,2020-01-29,78.25655364990234,159.5508575439453,299.3026428222656
20,2020-01-30,78.14315032958984,164.0513458251953,300.2740173339844
21,2020-01-31,74.67839050292969,161.6302490234375,294.8216857910156
22,2020-02-03,74.47329711914062,165.57058715820312,297.0117492675781
23,2020-02-04,76.93191528320312,171.02056884765625,301.5384826660156
24,2020-02-05,77.55924987792969,170.8116912841797,305.0207824707031
25,2020-02-06,78.46646118164062,174.353271484375,306.0469970703125
26,2020-02-07,77.39989471435547,174.60009765625,304.4158935546875
27,2020-02-10,77.76750946044922,179.16712951660156,306.6885070800781
28,2020-02-11,77.29832458496094,175.12234497070312,307.22003173828125
29,2020-02-12,79.13398742675781,175.3787078857422,309.1994934082031
30,2020-02-13,78.5704574584961,174.42921447753906,308.8694152832031
31,2020-02-14,78.58983612060547,175.9863739013672,309.3642883300781
32,2020-02-18,77.1507797241211,177.77137756347656,308.56707763671875
33,2020-02-19,78.26812744140625,178.3045654296875,310.0423889160156
34,2020-02-20,77.46519470214844,175.58163452148438,308.76861572265625
35,2020-02-21,75.7117691040039,170.03099060058594,305.5888671875
36,2020-02-24,72.11544036865234,162.70004272460938,295.453857421875
37,2020-02-25,69.6727066040039,160.0152130126953,286.5010070800781
38,2020-02-26,70.7779769897461,162.01455688476562,285.4471435546875
39,2020-02-27,66.15137481689453,150.5991973876953,272.62725830078125
40,2020-02-28,66.11266326904297,154.2456512451172,271.4818115234375
41,2020-03-02,72.26778411865234,164.50901794433594,283.23876953125
42,2020-03-03,69.97262573242188,156.62583923339844,275.1288757324219
43,2020-03-04,73.21826934814453,162.37632751464844,286.6934509277344
44,2020-03-05,70.84329223632812,158.3014373779297,277.1632385253906
45,2020-03-06,69.9024887084961,153.8267364501953,272.5814514160156
46,2020-03-09,64.37374877929688,143.4014892578125,251.29434204101562
47,2020-03-10,69.01005554199219,153.20790100097656,264.297607421875
48,2020-03-11,66.61329650878906,146.26719665527344,251.41346740722656
49,2020-03-12,60.0349235534668,132.3955078125,227.35894775390625
50,2020-03-13,67.22762298583984,151.21798706054688,246.79502868652344
51,2020-03-16,58.578975677490234,128.92994689941406,219.7897491455078
52,2020-03-17,61.15468978881836,139.54563903808594,231.6566619873047
53,2020-03-18,59.65763854980469,133.6712646484375,219.92724609375
54,2020-03-19,59.200531005859375,135.87057495117188,220.39456176757812
55,2020-03-20,55.44215774536133,130.7674560546875,210.89683532714844
56,2020-03-23,54.264339447021484,129.463134765625,205.50457763671875
57,2020-03-24,59.708431243896484,141.23077392578125,224.12399291992188
58,2020-03-25,59.3795051574707,139.8788604736328,227.4791717529297
59,2020-03-26,62.50423812866211,148.6283416748047,240.76162719726562
60,2020-03-27,59.91642761230469,142.5255889892578,233.59034729003906
61,2020-03-30,61.626312255859375,152.55093383789062,241.1763916015625
62,2020-03-31,61.50054168701172,150.15171813964844,237.58155822753906
63,2020-04-01,58.26457214355469,144.82008361816406,226.8892364501953
64,2020-04-02,59.23681640625,147.8191375732422,232.1248016357422
65,2020-04-03,58.385494232177734,146.45762634277344,228.7696075439453
